npsn,nama_sekolah,alamat,kelurahan,kecamatan,jumlah_siswa,jumlah_guru,kepala_sekolah,telp_sekolah,akreditasi,tipe_sekolah,koordinat
20105106,SDS Strada TKM II,Jl. Raya Cakung Cilincing No. 11,Semper Timur,Cilincing,239,9.0,"Maria Magdalena Esti Susanti,",021 4416136,B,SD,"-6.1254, 106.927544"
20104848,SDN Kali Baru 01 Pg.,Jl. Kalibaru Timur IV,Kalibaru,Cilincing,542,25.0,"LEGINI, S.Pd, M.Si",021 4416976,A,SD,"-6.10021, 106.931473"
20105034,SDS Hang Tuah V,Jl. Khatulistiwa No. 2 Komp. TNI AL Dewa Ruci,Semper Barat,Cilincing,362,13.0,"Haryanto, M.Pd",021 4417569,A,SD,"-6.10866, 106.92141"
20105124,SDS Tunas Karya II,Jl. Gading Indah III,Pegangsaan Dua,Kelapa Gading,283,19.0,Markus Setyono,021 4503194,A,SD,"-6.156242, 106.911499"
20105056,SDS Lydia,Jl. Biru Laut Timur No. 20,Kelapa Gading Timur,Kelapa Gading,0,10.0,"D. Margaretha Nenoharan, S.Pd",021 4515172,Tidak Terakreditasi,SD,"-6.169167, 106.907631"
20104884,SDN Pegangsaan Dua 05 Pg.,Jl. Harpa I Pengangsaan Dua Kelapa Gading,Pegangsaan Dua,Kelapa Gading,267,14.0,"Hj,Novita Eriani, S.Pd",021 4522432,A,SD,"-6.171498, 106.910652"
20109528,SDS Saint Peter,Jl. Raya Boulevard Timur No. 8,Pegangsaan Dua,Kelapa Gading,389,26.0,Renita Yulianti,021 4524246,A,SD,"-6.166397, 106.91613"
20105122,SDS Tunas Karya I,Jalan Gading Putih IV,Kelapa Gading Timur,Kelapa Gading,151,15.0,Inggawati Wiguna,021 4526563,A,SD,"-6.170859, 106.901779"
20109312,SDS Universal,"Jl. Boulevard Barat Raya, Komp. Inkopal",Kelapa Gading Barat,Kelapa Gading,210,18.0,"Ira Dyah Indirasari, S.E",021 4528121,A,SD,"-6.154305, 106.894363"
20109346,SDS 6 BPK Penabur,Jl. Hibrida Raya Blok QA 3,Kelapa Gading Barat,Kelapa Gading,1096,51.0,"Wahyu Kristiani, S.pd",021 4528254,A,SD,"-6.14815, 106.908585"
20104886,SDN Pegangsaan Dua 07 Pg.,Jl. Akordion Pengangsaan Dua,Pegangsaan Dua,Kelapa Gading,240,12.0,"TOAENSI, S.Pd",021 4529337,A,SD,"-6.175113, 106.911453"
20104977,SDS Al Azhar Kelapa Gading,Jl. Raya Boulevard Timur Kelapa Gading,Pegangsaan Dua,Kelapa Gading,671,52.0,"Ida Rospita, Dra. M.Si.",021 4532440,A,SD,"-6.163828, 106.910309"
20104320,SDS Tunas Bangsa,Jl. Sultan Hamengkubuwono IX,Ujung Menteng,Cakung,205,19.0,Ir. Hana Umiyati,021 4604666,A,SD,"-6.1895, 106.948799"
20108774,SDN Rawaterate 01 Pg.,Jl. KRT. Widyodiningrat,Rawa Terate,Cakung,377,17.0,"SRI MULYANI, MM",021 4611703,A,SD,"-6.188258, 106.92321"
20103880,SDS Kristen Cahaya Bangsa,Jl. Kelurahan Ujung Menteng,Ujung Menteng,Cakung,139,10.0,"Mertin,S.Pd",021 4611850,A,SD,"-6.187442, 106.962173"
20108780,SDN Rawaterate 02 Pt.,Jl. KRT. Widyodiningrat,Rawa Terate,Cakung,334,15.0,"Waryati,S.Pd.MM.",021 4612492,A,SD,"-6.188546, 106.923264"
20108744,SDN Ujung Menteng 01 Pg.,Jl. Irigasi,Ujung Menteng,Cakung,365,16.0,"Hj. Sukasih, S.Pd, SD",021 4614385,A,SD,"-6.184853, 106.961769"
20104882,SDN Pegangsaan Dua 03,Jl. Kepu. Pegangsaan Dua,Pegangsaan Dua,Kelapa Gading,330,18.0,"CHRESTINA YUNIAR.S.S,Pd",021 4615689,A,SD,"-6.181092, 106.914101"
20104168,SDN Jatinegara 01,Jl. Swadaya IV Pulo Jahe,Jatinegara,Cakung,131,30.0,Dra. Hj Nurteti.M.M,021 4617331,A,SD,"-6.19681, 106.920898"
20109107,SDS Tarakanita V,Jl. Pemuda No. 6,Rawamangun,Pulo Gadung,949,39.0,PAULA RULIYATI PUJI LESTARI,021 4722391,A,SD,"-6.1933, 106.889198"
20104212,SDN Penggilingan 01 Pg.,Jl. Raya Penggilingan,Penggilingan,Cakung,464,26.0,"Hj. IRNAWATI, S.Pd.MM",021 4801385,A,SD,"-6.1963, 106.935501"
20103326,SDN Pulogebang 13 Pg.,Jl. Rawa Kuning,Pulo Gebang,Cakung,726,31.0,"Hj. Sri Suharni, S.Pd",021 4803205,A,SD,"-6.1968, 106.962601"
20103386,SDN Pulogebang 02 Pg.,Jl. Raya Pulo Gebang Km 2,Pulo Gebang,Cakung,720,32.0,"DWI HARTATI, M.M",021 4803507,A,SD,"-6.203424, 106.953117"
20104206,SDN Penggilingan 09 Pg.,Jln. Mentibu Komp. Aneka Elok,Penggilingan,Cakung,334,13.0,"INGAWATI SALIM,S.Ag,.M.M",021 4804616,A,SD,"-6.202888, 106.931747"
20104205,SDN Penggilingan 03 Pg.,Jl. Raya Penggilingan Kav. 23 - 24,Penggilingan,Cakung,282,11.0,"H. KASMAD, S.Pd",021 4805633,A,SD,"-6.1964, 106.935303"
20104157,SDN Jati 03 Pg.,Jl. Taman Pulo Asem Utara,Jati,Pulo Gadung,638,30.0,"Dra. SUGIATIN, MM",021 4898811,A,SD,"-6.190969, 106.89431"
20103794,SDN Pisangan Timur 01 Pg.,Jl. Pisangan Dalam Lama I / 38,Pisangan Timur,Pulo Gadung,651,30.0,"SUCIPTO, MM",021 4899803,A,SD,"-6.211699, 106.874977"
20102297,SDN Kuningan Timur 01 Pg.,Jl. KH. Mugni Gg. SD,Kuningan Timur,Setia Budi,113,7.0,"Hj. Popong Herawati, S.Ag, MMPd",021 5214285,A,SD,"-6.230605, 106.820892"
20105957,SDN Karet Kuningan 03 Pg.,Jl. Genteng Ijo No. 1,Karet Kuningan,Setia Budi,218,10.0,"Mami Karmina, S.Pd",021 5260632,A,SD,"-6.219551, 106.829163"
20102983,SDN Karet 04 Pg.,Jl. Karet Belakang Raya,Karet,Setia Budi,205,9.0,"Jumilah, S.Pd",021 5263338,B,SD,"-6.26028, 106.82505"
20102981,SDN Karet 06 Pg.,Jl. Karbela Raya No. 1,Karet,Setia Budi,189,9.0,"Joko Suwito, S.Pd. M.M",021 5273725,B,SD,"-6.2685, 106.806"
20106016,SDN Kuningan Barat 05 Pg.,Jl. PLN Kuningan Barat,Kuningan Barat,Mampang Prapatan,197,8.0,Tarto.S.Pd,021 5279430,A,SD,"-6.23872, 106.828934"
20105524,SDN Sukabumi Utara 09 Pg.,Jl. Yusuf No.5,Sukabumi Utara,Kebon Jeruk,205,11.0,"SAHRUL, S.Pd, MM",021 5301070,A,SD,"-6.20736, 106.780869"
20105523,SDN Sukabumi Utara 08 Pg.,JL. SULAIMAN,Sukabumi Utara,Kebon Jeruk,208,11.0,"H. ABDUL HADI,S.Pd",021 5301210,A,SD,"-6.206177, 106.781609"
20105794,SDS Tunas Muda IKKT,"Jl.Cendrawasih I, Komp. Hankam Slipi",Palmerah,Palmerah,360,25.0,"H.Ahmadi A Sahud, A.Ma.Pd",021 5301535,A,SD,"-6.196427, 106.792534"
20105779,SDS Tarsisius II,Jl. Batusari Raya No.12,Kebon Jeruk,Kebon Jeruk,338,18.0,FX.SRIWIDODO ANANTO,021 5302502,A,SD,"-6.200071, 106.782501"
20105755,SDS Sang Timur,Jl. Karmel Raya No. 2,Kebon Jeruk,Kebon Jeruk,690,37.0,SR.Yohana Baptista PIJ,021 5302508,A,SD,"-6.1898, 106.779877"
20105623,SDS Barunawati II,Jl. K.S. Tubun II/ III,Slipi,Palmerah,234,16.0,"Krismiasih, S. Pd",021 5303083,A,SD,"-6.192579, 106.801903"
20101901,SDS Darul Athfal,Jl. Anggrek Cakra No. 24,Kebon Jeruk,Kebon Jeruk,329,18.0,"Alpany, S.H.I",021 5307414,A,SD,"-6.194962, 106.771156"
20105435,SDN Palmerah 17 Pg.,Komp. Sandang,Palmerah,Palmerah,296,14.0,"LILIS RUSIANAH, S.Pd",021 5307714,A,SD,"-6.195689, 106.789207"
20105434,SDN Palmerah 15 Pg.,Komp. Sandang,Palmerah,Palmerah,307,16.0,"Suwati, S.Pd",021 5320237,A,SD,"-6.195689, 106.789207"
20105314,SDN Kebon Jeruk 08 Pg.,Jl. Raya Kebon Jeruk No.41,Kebon Jeruk,Kebon Jeruk,367,22.0,"Hj. Ismiyati, M.Pd",021 5323423,A,SD,"-6.1913, 106.7687"
20105308,SDN Kebon Jeruk 01 Pg.,Jl. Raya Kebon Jeruk No.41,Kebon Jeruk,Kebon Jeruk,490,20.0,"Hj.Muriyah, M.Pd",021 5323424,A,SD,"-6.1913, 106.7687"
20105316,SDN Kebon Jeruk 11 Pg.,Jl. Kebon Jeruk,Kebon Jeruk,Kebon Jeruk,366,20.0,"H. Derasman, S.Pd",021 5323726,A,SD,"-6.186027, 106.777206"
20105427,SDN Palmerah 05 Pg.,Jl. Palmerah Utara No. 80,Palmerah,Palmerah,119,12.0,"Suhardi, S.Pd. MSi",021 5326118,A,SD,"-6.205159, 106.796051"
20106238,SDS Al-Azhar Kemandoran,Jl. Kemandoran I No. 41,Grogol Utara,Kebayoran Lama,700,45.0,"Zainal Arifin, S.Pd.",021 5329556,A,SD,"-6.210669, 106.790497"
20105516,SDN Sukabumi Selatan 05 Pg.,Jl. KPBD Rt 09/01 No.50,Sukabumi Selatan,Kebon Jeruk,254,13.0,"Merry Herlina, S.Pd",021 5332611,A,SD,"-6.223311, 106.774559"
20105515,SDN Sukabumi Selatan 03 Pg.,Jl. Raya Sukabumi,Sukabumi Selatan,Kebon Jeruk,459,21.0,Kosar,021 5333315,A,SD,"-6.2182, 106.7696"
20105519,SDN Sukabumi Utara 01 Pg.,Jl. Adam Rt. 005/ 011 No. 1,Sukabumi Utara,Kebon Jeruk,378,25.0,Sunarsih,021 5344250,A,SD,"-6.208659, 106.777908"
20101394,SDN Kemanggisan 10 Pg.,Jl. Anggrek Rosliana VII,Kemanggisan,Palmerah,235,14.0,"Hj. SITI MARIYATI, S.Pd",021 5357588,A,SD,"-6.193734, 106.79142"
20105517,SDN Sukabumi Selatan 06 Pg.,Jl. Z Sukabumi Selatan,Sukabumi Selatan,Kebon Jeruk,315,13.0,"HUSIN, S.Pd",021 5358003,A,SD,"-6.220332, 106.770332"
20101984,SDN Kelapa Dua 03 Pg.,Jl. Inpres Kelapa Dua,Kelapa Dua,Kebon Jeruk,319,23.0,"Yayah Rokayah, S.Pd",021 5358048,A,SD,"-6.125103, 106.461639"
20101994,SDN Kebon Jeruk 06 Pg.,Jl. H. Marzuki,Kebon Jeruk,Kebon Jeruk,418,23.0,"Hj.NURHAYATI, S.Pd, MM",021 5358710,A,SD,"-6.193415, 106.773308"
20105442,SDN Palmerah 25 Pg.,Jl. Kemanggisan Pulo,Palmerah,Palmerah,309,17.0,"Karmin, S.Pd, MM",021 5360539,A,SD,"-6.201259, 106.791229"
20105909,SDN Grogol Utara 03 Pg.,Jl. Keb.Lama Pos Pengumben,Grogol Utara,Kebayoran Lama,279,15.0,"ENTAM RUSTAMAH, S.Pd",021 5360724,A,SD,"-6.2143, 106.777901"
20105425,SDN Palmerah 03 Pg.,Jl. Palmerah Utara No. 80,Palmerah,Palmerah,222,12.0,"Elly Herawati, S.Pd.SD",021 5362532,A,SD,"-6.205159, 106.796051"
20101982,SDN Kelapa Dua 05 Pg.,Jl. Lada,Kelapa Dua,Kebon Jeruk,224,12.0,"YUMANIH, S.Pd.M.M",021 5362711,A,SD,"-6.136009, 106.814461"
20101463,SDN Palmerah 20 Pg.,Jl. Rawa belong II/E,Palmerah,Palmerah,238,13.0,"N. RUNAH, S.Pd",021 5363575,A,SD,"-6.20355, 106.785004"
20105915,SDN Grogol Utara 12 Pg.,"Jl. Raya Kebayoran Lama, Pos Pengumben",Grogol Utara,Kebayoran Lama,306,15.0,"SUNARMI, S.Pd",021 5363630,A,SD,"-6.214788, 106.777664"
20102017,SDN Kebon Jeruk 15 Pg.,Jl. Anggrek Cakra,Kebon Jeruk,Kebon Jeruk,458,23.0,WINARDI,021 5363967,A,SD,"-6.187638, 106.773827"
20105518,SDN Sukabumi Selatan 07 Pg.,Jl. Raya Pos Pengumben,Sukabumi Selatan,Kebon Jeruk,394,21.0,"Hj. Royani, S.Pd",021 5364340,B,SD,"-6.2175, 106.772202"
20101461,SDN Palmerah 22 Pg.,Jl. Palmerah Barat VI,Palmerah,Palmerah,324,15.0,"Sumiati, S.Pd",021 5364356,A,SD,"-6.203432, 106.784622"
20105309,SDN Kebon Jeruk 02 Pg.,Jl. Seruni Komp.Kodam,Kebon Jeruk,Kebon Jeruk,272,16.0,Drs. Umar,021 5379048,A,SD,"-6.193569, 106.770912"
20105661,SDS Galatia 3,Jl. Bambu Larangan No. 57,Pegadungan,Kalideres,70,11.0,Vera Eunike,021 5404554,A,SD,"-6.140948, 106.716858"
20105765,SDS Seraphine Bakti Utama,Jl. Melati Raya No. 46,Kapuk,Cengkareng,446,19.0,Matheus Haryanto,021 5406965,A,SD,"-6.150544, 106.743835"
20108945,SDN Pegadungan 14 Pg.,Jl. Utan Jati,Pegadungan,Kalideres,328,13.0,"H.SALBANI, S.Pd.",021 5408120,A,SD,"-6.144399, 106.713402"
20105269,SDN Kalideres 07 Pg.,Jl. Peta Selatan No. 7 B,Kalideres,Kalideres,572,22.0,"YENY SURYANI, S.Pd.",021 5409811,A,SD,"-6.14849, 106.703056"
20105780,SDS Taruna Bangsa,Jl. Windu Gutomo Blok IV No. 2 PIK Kopti,Semanan,Kalideres,320,14.0,"Nur Aliyah, S. Pd. SD",021 5414731,A,SD,"-6.171214, 106.700661"
20105167,SDN Cengkareng Timur 03 Pg.,Jl. Bangun Nusa III No.21,Cengkareng Timur,Cengkareng,315,13.0,"Tri Mulyani,S.Pd.SD",021 5417942,A,SD,"-6.150586, 106.731667"
20105272,SDN Kalideres 10 Pg.,"Jl. Daan Mogot Km. 15,6",Kalideres,Kalideres,329,15.0,"SOLEHAT,S.Pd",021 5418687,A,SD,"-6.154687, 106.712433"
20105445,SDN Pegadungan 01 Pg.,Jl. Peta Barat No. 47,Pegadungan,Kalideres,218,13.0,"LEGINEM, S.Pd.MM",021 5419041,A,SD,"-6.142469, 106.69619"
20105769,SDS St. Kristoforus 2,Jl. Citra Garden II,Pegadungan,Kalideres,518,27.0,Placidus Suraji,021 5442554,A,SD,"-6.14273, 106.71254"
20105489,SDN Semanan 09 Pg.,Jl. Semanan Raya No.71,Semanan,Kalideres,298,14.0,Sunarti S.Pd.M.Si,021 5446507,A,SD,"-6.170595, 106.707275"
20105449,SDN Pegadungan 05 Pg.,Jl. Peta Utara III No.47,Pegadungan,Kalideres,288,16.0,"LASMA SORMIN, S.Pd",021 5447636,A,SD,"-6.139718, 106.700829"
20105450,SDN Pegadungan 06 Pg.,Jl. Irigasi,Pegadungan,Kalideres,287,16.0,"Hj. MISRIYAH, S.Pd",021 5448849,B,SD,"-6.136379, 106.692505"
20105483,SDN Semanan 03 Pg.,Jl. Semanan Raya No.38,Semanan,Kalideres,334,15.0,Drs. NURDIN,021 5448952,A,SD,"-6.159629, 106.705223"
20105696,SDS Kartika X-5,Jl. Daan Mogot Km. 17,Kalideres,Kalideres,257,14.0,"Nuryani, S.Pd",021 5450127,B,SD,"-6.157591, 106.697296"
20109177,SDS Baptis Cengkareng Indah,Jl. Komp. Cengkareng Indah Blok GB No. 1,Kapuk,Cengkareng,208,11.0,Harmini,021 5450855,B,SD,"-6.14381, 106.747314"
NP64648,SD Kasih Bagi Bangsa,Jl. bangun Nusa Raya Blok H No. 1B,Cengkareng Timur,Cengkareng,225,14.0,Harjoko Teguh Prasetyo,021 5453989,Tidak Terakreditasi,SD,"-6.151295, 106.729225"
20105485,SDN Semanan 05 Pg.,Jl. Kmp. Gaga Rt. 001/ 03,Semanan,Kalideres,335,19.0,"DEWI UMRITI, S.Pd",021 5457732,A,SD,"-6.171157, 106.698814"
20105656,SDS Esti Bakti,Jl. Kapuk Raya Gg. Taniwan,Kapuk,Cengkareng,187,10.0,Afrida Supriyati,021 5458406,B,SD,"-6.132253, 106.714462"
20105287,SDN Kapuk 02 Pg.,Jl. Tenis Raya Komp. Cengkareng Indah,Kapuk,Cengkareng,439,16.0,"H.ZAILANI, S.Pd.I, MM",021 5458506,A,SD,"-6.144179, 106.747391"
20105267,SDN Kalideres 05 Pg.,Jl. Peta Barat Rt. 004/ 07,Kalideres,Kalideres,334,14.0,"Nurasa, M.Pd",021 5458889,B,SD,"-6.143182, 106.69265"
20105718,SDS Lemuel I,Jl. K.S. Tubun No. 2 A,Slipi,Palmerah,81,11.0,Juniar Silaen,021 5480533,A,SD,"-6.198139, 106.802979"
20105626,SDS Bhakti,Jl. Bhakti IV No. 3,Kemanggisan,Palmerah,831,26.0,Drs. Bambang Purwanto,021 5492058,A,SD,"-6.191, 106.783607"
20109133,SDS Al-Falah 01 Pt.,Jl. Al-Falah Raya No.52,Sukabumi Selatan,Kebon Jeruk,397,15.0,"H.Najamuddin, S.Pd.I",021 5493185,A,SD,"-6.2264, 106.772202"
20105564,SDN Tegal Alur 06 Pg.,Jl. Lingkungan III,Tegal Alur,Kalideres,337,15.0,"SUGIMA, S.Pd, M.Si",021 5550501,A,SD,"-6.105843, 106.70887"
20109282,SDS Yadika I,Jl. Kamal Raya No. 42,Tegal Alur,Kalideres,458,25.0,"Basa Lumbantoruan, S.Pd,MM",021 5550795,A,SD,"-6.122282, 106.722908"
20105618,SDS Asih Mulia,Jl. Prepedan Rt 003/07 No.55,Kamal,Kalideres,194,6.0,Dra.Hj.Nani Sukarni,021 5552342,B,SD,"-6.106863, 106.701813"
20105632,SDS Bina Putra,Jl. Prima Blok L 2 No. 12,Tegal Alur,Kalideres,237,15.0,Sukasno,021 5553389,B,SD,"-6.124942, 106.71666"
20105282,SDN Kamal 07 Pg.,Jl. Prepedan,Kamal,Kalideres,339,12.0,"Kasnuri, S.Pd., M.Si",021 5556616,A,SD,"-6.118299, 106.709389"
20105161,SDN Cengkareng Barat 17 Pt.,Jl. Flamboyan VI,Cengkareng Barat,Cengkareng,235,13.0,"SUPRIYATNI, S.Pd",021 5556979,A,SD,"-6.130608, 106.726921"
20105744,SDS Putra Nusa I,Jl. Prima No. 1,Tegal Alur,Kalideres,1,7.0,Defliana Afllunggi,021 5557055,A,SD,"-6.727, 106.425797"
20105735,SDS Padindi,Jl. Prepedan Dalam No. 38,Kamal,Kalideres,208,10.0,"Ainur Ropiko, S.Pd. I",021 5561438,B,SD,"-6.116639, 106.707359"
20105596,SDN Wijaya Kusuma 07 Pg.,Jl. Karya I,Wijaya Kusuma,Grogol Petamburan,317,17.0,"Guyatno, S.Pd",021 5600918,A,SD,"-6.16105, 106.776062"
20105682,SDS Immanuel,Jl. Al-Amanah Raya A No. 145,Wijaya Kusuma,Grogol Petamburan,197,12.0,"HARTONO, S.Pd.M.M",021 5601577,A,SD,"-6.157619, 106.779327"
20105752,SDS Samaria,Jl. Mandala Selatan V/ 17,Tomang,Grogol Petamburan,157,11.0,"OKTAVIANI TOBING,S.Pd.",021 5604413,A,SD,"-6.319293, 106.855583"
20105587,SDN Tomang 11 Pg.,Jl. Rawa Kepa VII No. 12,Tomang,Grogol Petamburan,331,20.0,"Agustini, S.Pd.I",021 5604947,A,SD,"-6.172291, 106.801857"
20105660,SDS Galatia 2,Jl. Raya Merpati Raya No. 1,Wijaya Kusuma,Grogol Petamburan,44,10.0,Elly Yanti,021 5605122,A,SD,"-6.25023, 106.757668"
20105802,SDS Widuri Jaya,Jl. Duri Mas Raya No. 1,Duri Kepa,Kebon Jeruk,206,8.0,"Sri Warnanto, S.Pd.",021 5605159,A,SD,"-6.177576, 106.771477"
20105706,SDS Kemurnian II,Komp. Green Ville Blok Q No.209,Duri Kepa,Kebon Jeruk,377,25.0,"Ratna Arawati Suwarna, S. Pd.",021 5605556,A,SD,"-6.168493, 106.778976"
20105592,SDN Wijaya Kusuma 03 Pg.,Jl. Perdana Raya No. 7,Wijaya Kusuma,Grogol Petamburan,386,18.0,"Sumiatun, S.Pd",021 5607861,B,SD,"-6.152791, 106.774261"
20105212,SDN Grogol 01 Pg.,Jl. Dr. Semeru Raya VII / J,Grogol,Grogol Petamburan,737,24.0,"Suwanto, S.Pd., M.M.",021 5607924,A,SD,"-6.159342, 106.796364"
20105687,SDS Islam Perti,Jl.Tawakal Raya No.99,Tomang,Grogol Petamburan,93,8.0,"Drs.H. Sodik Harjono, MM",021 5608713,B,SD,"-6.170031, 106.794426"
20105216,SDN Jati Pulo 01 Pg.,Jl. Turi No. 32,Jati Pulo,Palmerah,375,14.0,"Nurhayati Ginting, S.Pd",021 5633077,A,SD,"-6.234892, 106.814201"
20105664,SDS Harapan,Jl. KS. Tubun I/13,Kota Bambu Utara,Palmerah,116,9.0,Drs. Tri Djoko Bc.Hk,021 5635787,B,SD,"-6.188068, 106.809959"
20105773,SDS Surya Pemandu,Jl. Jelambar Madya Raya 434,Jelambar,Grogol Petamburan,35,6.0,"Putri Ayu Atmaja, SE, M.Pd",021 5637185,A,SD,"-6.152544, 106.781067"
20101170,SDN Tomang 08 Pg.,Jl. Pulo Macan V 17,Tomang,Grogol Petamburan,228,11.0,"Hj. Nursiti, S.Pd",021 5638806,A,SD,"-6.174616, 106.800728"
20105545,SDN Tanjung Duren Utara 02 Pg.,Jl. Tanjung Duren Utara III/ E,Tanjung Duren Utara,Grogol Petamburan,295,17.0,"Ratnani, S.Pd.",021 5640403,A,SD,"-6.172409, 106.783607"
20102085,SDN Duri Kepa 16 Pg.,Komp. Green Ville Maesionet Rt.01/09,Duri Kepa,Kebon Jeruk,309,13.0,Selfiati,021 5642759,A,SD,"-6.173269, 106.779266"
20105748,SDS Rasa Sayang,Jl. Taman Ratu Blok F No.13,Duri Kepa,Kebon Jeruk,104,11.0,"Leni Juliana Irawati, S.Pd.",021 5643280,A,SD,"-6.171938, 106.768486"
20105612,SDS Almasih,Jl. Wijaya V E 1/ 1,Wijaya Kusuma,Grogol Petamburan,197,15.0,Dra. Anna Damaris Hutapea,021 5645124,A,SD,"-6.145209, 106.777222"
20105729,SDS Muhammadiyah 27,Jl. Gelong Baru Tomang,Tomang,Grogol Petamburan,153,14.0,Muryati SPd.,021 5647365,A,SD,"-6.176659, 106.797142"
20105652,SDS Duta Ursula,Jl. Tmn Duta Mas Blok F 4/1,Wijaya Kusuma,Grogol Petamburan,88,7.0,Sulistyawati,021 5647890,B,SD,"-6.144671, 106.780022"
20105775,SDS Taman Harapan Indah,Jl. P. Tb Angke Komp THI Blok F/1,Jelambar Baru,Grogol Petamburan,252,16.0,MULYANI,021 5648579,A,SD,"-6.149201, 106.773521"
20105621,SDS Bank Dagang Negara,Jl. Daan Mogot Komp. Bank Mandiri Pesing,Wijaya Kusuma,Grogol Petamburan,143,11.0,"AGUS SETYAWAN, SS",021 5648889,A,SD,"-6.15847, 106.771339"
20105743,SDS Providentia,Jl. Kedoya Raya No. 35,Kedoya Utara,Kebon Jeruk,278,16.0,L. Sri Handayani,021 5652477,A,SD,"-6.166385, 106.763794"
20105740,SDS Pelita Kudus,Jl. Indraloka Raya No. 33A,Wijaya Kusuma,Grogol Petamburan,89,10.0,Untung Waskito A,021 5658745,A,SD,"-6.156909, 106.776398"
20105738,SDS Pelita II,Jl. Daan Mogot Gg. Macan No. 23-29,Duri Kepa,Kebon Jeruk,456,16.0,"Damiana Marti Yupinandari,SPd",021 5661707,A,SD,"-6.16468, 106.771873"
20105669,SDS Hati Kudus,Jl. Kav. Polri A III No. 114-117,Jelambar,Grogol Petamburan,499,22.0,"Suwandi,MM",021 5662155,A,SD,"-6.161954, 106.789101"
20101939,SDN Jelambar 03 Pg.,Jl. Empang Bahagia X,Jelambar,Grogol Petamburan,305,17.0,"SITI FATIMAH, S.Pd",021 5664659,A,SD,"-6.158864, 106.787926"
20105613,SDS Amitayus,Jl. Seni Budaya Raya No. 1,Jelambar Baru,Grogol Petamburan,187,9.0,Juni Tirta,021 5676717,A,SD,"-6.151068, 106.784698"
20105791,SDS Tunas Delima,Jl. Delima V No. 25,Tanjung Duren Selatan,Grogol Petamburan,139,11.0,"Iknanto, S.Pd",021 5683422,B,SD,"-6.176941, 106.786346"
20105772,SDS Sumbangsih Pg.,Jl. Dr. Muwardi II No. 13,Grogol,Grogol Petamburan,255,15.0,"Sutina,M.Pd",021 5684904,A,SD,"-6.16436, 106.79686"
20105642,SDS Bunda Hati Kudus,Jl. Rahayu No. 22,Jelambar,Grogol Petamburan,606,32.0,"Sr. M. Veronica, PBHK",021 5686308,A,SD,"-6.163879, 106.78569"
20105667,SDS Harapan Kasih,Jl. Tanjung Duren Barat V No.7,Tanjung Duren Utara,Grogol Petamburan,113,7.0,"Rosmina Manurung, S.Pd.",021 5688403,B,SD,"-6.177261, 106.780098"
20105709,SDS Ketapang II,Jl Panjang No. 1 Q,Kedoya Utara,Kebon Jeruk,0,10.0,Kangtinajati Kurniadi,021 5689292,A,SD,"-6.16305, 106.766327"
20105768,SDS St. Kristoforus,Jl. Rahayu No. 1 A,Jelambar,Grogol Petamburan,448,20.0,"Antonius Budi Santosa, S.Pd.",021 5689397,A,SD,"-6.164999, 106.785416"
20104718,SDS Al-Abrar,Jl. Bendungan Hilir Raya No. 148,Bendungan Hilir,Tanah Abang,297,16.0,Abdul Malik,021 5708642,B,SD,"-6.20622, 106.810059"
20100379,SDN Bendungan Hilir 09 Pg.,Jl. Danau Tondano No.10,Bendungan Hilir,Tanah Abang,382,17.0,ANGGIA SUZANA,021 5719844,A,SD,"-6.206399, 106.807938"
20104481,SDN Bendungan Hilir 12 Pg.,Jl. Taman Bend. Jati Luhur,Bendungan Hilir,Tanah Abang,296,17.0,Ani Ismani,021 5720873,A,SD,"-6.21464, 106.811256"
20100392,SDN Bendungan Hilir 05 Pg.,Jl. Danau Limboto no. 9,Bendungan Hilir,Tanah Abang,299,17.0,Paija,021 5731168,A,SD,"-6.206306, 106.808113"
20104582,SDN Karet Tengsin 13 Pg.,Jl. Karet Pasar Baru Barat I,Karet Tengsin,Tanah Abang,499,26.0,"Sugiyono, S.H, S.Pd, M.M.",021 5749030,A,SD,"-6.204641, 106.815193"
20105714,SDS Kristen Penabur XI,Jl. Surya Bahagia II Sunrise Garden,Kedoya Utara,Kebon Jeruk,872,48.0,"Karmila, S.Pd",021 5802518,A,SD,"-6.1733, 106.715401"
20105733,SDS Notre Dame,Jl. Puri Kembang Barat Raya Blok M - Puri Indah,Kembangan Selatan,Kembangan,513,33.0,"Sr. MARIA NIKOLINE, SND, S.Pd.",021 5805334,A,SD,"-6.184919, 106.736015"
20101965,SDN Kedoya Utara 01 Pg.,Jl. Raya Kedoya,Kedoya Utara,Kebon Jeruk,526,25.0,"USMAN,S.Pd,MM",021 5809901,B,SD,"-6.168716, 106.759956"
20101757,SDS Kasih Bunda,Jl. Taman Kota Blok E No.5,Kembangan Utara,Kembangan,103,9.0,"Hanny Wangge Bong, S.Pd",021 5810062,A,SD,"-6.205045, 106.753166"
20105680,SDS Ichtus,Jl. Surya Mandala III Blok N2-11,Kedoya Utara,Kebon Jeruk,99,16.0,Sri Waruji,021 5812228,A,SD,"-6.177773, 106.765785"
20105344,SDN Kedoya Utara 03,Jl. Kedoya Raya No. 2,Kedoya Utara,Kebon Jeruk,684,30.0,LINCE PASARIBU,021 5812237,A,SD,"-6.179084, 106.760323"
